0 | 旁白 | （金鑾殿[1]。太監甩鞭三響，文武百官魚貫行至殿前。皇帝拾級而上走向龍椅） | 公元一七二二年，清康熙皇帝駕崩，川陝總督年羹堯和步軍統領隆科多在皇位繼承人大戰中為四阿哥胤禛登基立下汗馬功勞，被雍正視作社稷重臣一時權傾朝野，成為新政權的核心人物。
217 | 華妃 | （翊坤宮） | 皇上說了，鬼神之說只不過是怪力亂神，何況有那麼多人見過了，不過是添油加醋以訛傳訛罷了。看來齊妃是太久沒見過皇上了，連皇上的話都不記得了。
217 | 欣常在 | （翊坤宮） | 娘娘久聽聖言自然不怕，不比咱們經常見不到皇上，若是常有皇上的福澤相隨，宮裡自然少了這些流言了。只可惜呀，咱們沒這福氣罷了。
217 | 華妃 | （翊坤宮） | 既然沒福就自求多福吧，否則來日那冤魂找上門來，抱佛腳都不管用。你們這些人私下裡說得更難聽，滿嘴的妖魔鬼怪，本宮倒不相信了。餘氏生前恨誰，死後自然會去找誰，其他人瞎操什麼心。
217 | 眉莊 | （翊坤宮） | 娘娘教誨得是。餘氏又沒有人指使，當然是自己作孽自己遭罪，若是有人指使的話，她十成九也要去找那害死她的人，好好地問問憑什麼拿她昨刀子使。
218 | 華妃 | （地點？皇后、華妃祭神） | 皇后氣色好些了。
218 | 皇后 | （地點？皇后、華妃祭神） | 今兒是初一，是該本宮祭神的日子，得上蒼護佑，本宮自覺得好多了。
218 | 華妃 | （地點？皇后、華妃祭神） | 皇后病了兩日不知道，後宮裡眾說紛紜，鬼神之談盛行。
218 | 皇后 | （地點？皇后、華妃祭神） | 流言紛擾不足為信，這紫禁城也幾百年了，什麼狐鬼傳言沒有啊？要真計較起來，是該做法事了。
218 | 華妃 | （地點？皇后、華妃祭神） | 這法事一做，後宮豈不是更信鬼神怪談了？
218 | 皇后 | （地點？皇后、華妃祭神） | 做法事不是相信還是不相信，是隻求大家安心。
218 | 華妃 | （地點？皇后、華妃祭神） | 那就寶華殿法師日夜開場，做場水陸大法事吧。
218 | 皇后 | （地點？皇后、華妃祭神） | 其他的也罷了，只是冷宮陰氣重，要好好地讓法師超度一下冷宮裡的亡魂哪。
219 | 甄嬛 | （景仁宮） | 臣妾前幾日心神恍惚，多謝娘娘垂憐，免了幾日向您請安。
219 | 皇后 | （景仁宮） | 今兒看著氣色是好多了，前一陣子看著你的小臉還是蒼白的。
219 | 甄嬛 | （景仁宮） | 多謝皇后娘娘關懷，本該日日來向皇后娘娘請安的，疏忽了這些日子，還望娘娘恕罪。
219 | 皇后 | （景仁宮） | 快坐下來吧。
219 | 甄嬛 | （景仁宮） | 謝娘娘。
219 | 皇后 | （景仁宮） | 你一直都不太好。
219 | 華妃 | （驚雷） （景仁宮） | 也是，這白天請安也就罷了，若是晚上出來，撞見什麼不乾淨的東西，那可怎麼好？
219 | 敬嬪 | （景仁宮） | 皇后娘娘，打這麼大的雷，恐怕一會兒會有大雷雨呢。
219 | 皇后 | （景仁宮） | 這兩天一下雨確實沒法出門了，時候都不早了，你們都散了吧。
219 | 眾人 | （景仁宮） | 臣妾告退！
220 | 華妃 | （景仁宮外） | 今天曹貴人怎麼沒來呀？
220 | 麗嬪 | （景仁宮外） | 溫宜公主感染了風寒，她得陪著，沒法出來。
220 | 甄嬛 | （景仁宮外） | 恭送華妃娘娘，恭送麗嬪娘娘。
220 | 華妃 | （景仁宮外） | 雖說莞貴人好些了，可本宮瞧你這臉色憔悴許多，想來這噩夢纏身的滋味不好受吧？
220 | 甄嬛 | （景仁宮外） | 娘娘別說，那東西有靈性，會纏人的。
220 | 華妃 | （景仁宮外） | 你真是被嚇得神志不清了，竟敢在本宮面前胡言亂語。
220 | 陵容 | （景仁宮外） | 華妃娘娘恕罪，姐姐此番的確是受驚不小，實在是——實在是很多人都親眼見過，所以不得不小心些。
220 | 富察 | （景仁宮外） | 是是是，嬪妾就親眼看到過。
220 | 甄嬛 | （景仁宮外） | 若不是真的有冤魂，為何連皇后都要舉行法事超度？只是那冤魂怨氣沖天的，也不知法師能不能壓得住。
220 | 麗嬪 | （心虛） （景仁宮外） | 法師也壓不住嗎？
220 | 富察 | （景仁宮外） | 她死得那樣慘，一定怨氣很深的，不是說“道高一尺、魔高一丈”嗎？
220 | 甄嬛 | （景仁宮外） | 聽說皇上當日賜她自盡，平日裡與她交好的妃嬪竟無一人替她求情，才使她慘死冷宮心生怨念。
220 | 華妃 | （景仁宮外） | 這些話從奴才嘴裡說出來也就罷了，從你們這些嬪妃口中說出，沒的失了身份。
220 | 甄嬛 | （景仁宮外） | 這些話的確是咱們不該說的，只是如今鬧得人心惶惶的。聽聞曹貴人素來膽大，要是有她陪伴也放心些，只是今日怎麼不見曹貴人？
220 | 麗嬪 | （景仁宮外） | 溫宜公主感染了風寒，曹貴人得照顧她，所以今天沒向皇后請安。
220 | 華妃 | （景仁宮外） | 莞貴人向來是心思細密，想必是多慮了吧。咱們走。
220 | 甄嬛 | （景仁宮外） | 也是，只要不做虧心事，就不怕鬼敲門。
220 | 富察 | （景仁宮外） | 快走快走吧，天都這麼黑了，再晚了髒東西出來怎麼辦？
220 | 眉莊 | （景仁宮外） | 是啊，快變天了，咱們還是快些走吧。
221 | 麗嬪 | （驚慌） （華妃：什麼事啊？） （眾人：怎麼了？） （華妃麗嬪回宮路上。麗嬪身後有白衣飄過） | 什麼東西？！什麼東西？！
221 | 眾人 | （亂作一團） （白衣人再次飄過） | 鬼！
221 | 麗嬪 | （白衣人再次飄過） | 她來了，鬼來找我了！
221 | 甄嬛 | （白衣人再次飄過） | 是麗嬪的聲音。
221 | 眉莊 | （白衣人再次飄過） | 是。
221 | 甄嬛 | （白衣人再次飄過） | 槿汐，快去稟告皇后。
221 | 槿汐 | （白衣人再次飄過） | 是。
221 | 眉莊 | （白衣人再次飄過） | 我們快去看看。
221 | 麗嬪 | （趴牆根） （白衣人再次飄過） | 有鬼、有鬼！
221 | 華妃 | （白衣人再次飄過） | 夜深人靜的，你瞎叫喚什麼！還不快閉上嘴！
221 | 麗嬪 | （尖叫） （白衣人再次飄過） | 有鬼、有鬼、有鬼！
221 | 富察 | （白衣人再次飄過） | 她來了？她要來了是不是？
221 | 華妃 | （白衣人再次飄過） | 誰再胡說，立刻發落她去冷宮！愣著幹什麼？把她扶起來！
221 | 麗嬪 | （白衣人再次飄過） | 不是我！不是我！藥是我、藥是我弄的，我沒讓她害死莞貴人，不是我——
221 | 華妃 | （緊張） （白衣人再次飄過） | 麗嬪失心瘋了，還不快堵上她的嘴，帶回翊坤宮去！
221 | 眉莊 | （白衣人再次飄過） | 等一下！華妃娘娘三思。此刻發生了什麼事尚且不清楚，嬪妾以為應先把麗嬪送回她宮中再急召太醫才是，怎的要先去翊坤宮？
221 | 華妃 | （白衣人再次飄過） | 麗嬪大失常態不宜見人，還是帶回翊坤宮方便些。
221 | 眉莊 | （白衣人再次飄過） | 娘娘說得極是，只是事發突然，嬪妾以為應先派人回稟皇后才是。
221 | 華妃 | （白衣人再次飄過） | 事從權宜，麗嬪如此狀況，恐汙了皇后的耳朵，晚一會兒再回稟皇后也不遲。本宮一向助皇后協理六宮，難道這點事還做不了主嗎？
221 | 甄嬛 | （白衣人再次飄過） | 麗嬪乃一宮主位，事關重大，娘娘實在應告知皇后娘娘，以免日後皇上怪罪。
221 | 華妃 | （白衣人再次飄過） | 就算莞貴人聖眷優容，也不必拿皇上來壓本宮吧。你們如此阻攔本宮，是存心要與本宮過不去嗎？
221 | 甄嬛 | （白衣人再次飄過） | 嬪妾並非要與娘娘過意不去，只是方才麗嬪言語中涉及了嬪妾前時中毒之事，嬪妾身在其中，不得不多此一舉。
221 | 華妃 | （白衣人再次飄過） | 還愣著幹什麼，把她帶回去！
221 | 太監 | （白衣人再次飄過） | 皇后娘娘駕到！
221 | 眾嬪 | （白衣人再次飄過） | 皇后娘娘萬福金安。
221 | 華妃 | （白衣人再次飄過） | 皇后娘娘吉祥。
221 | 皇后 | （白衣人再次飄過） | 都起來吧。
221 | 眾嬪 | （白衣人再次飄過） | 謝皇后娘娘。
221 | 皇后 | （白衣人再次飄過） | 在後宮裡邊大吵大鬧的，本宮想安心都不行。麗嬪是怎麼回事啊？周寧海，你一個奴才怎麼敢捂了麗嬪的嘴呀？真是以下犯上！
221 | 華妃 | （白衣人再次飄過） | 皇后有所不知，麗嬪暴病胡言亂語，臣妾才讓人捂了她的嘴，以免穢語擾亂人心。
221 | 皇后 | （周寧海放開麗嬪） （白衣人再次飄過） | 那也得先放開她呀，難不成要這樣捂著麗嬪的嘴送回啟祥宮去嗎？
221 | 麗嬪 | （白衣人再次飄過） | 娘娘救我！
221 | 華妃 | （白衣人再次飄過） | 你幹什麼！
221 | 麗嬪 | （白衣人再次飄過） | 娘娘，餘氏來了！那事不是我讓她做的，不是！
221 | 頌芝 | （白衣人再次飄過） | 放開娘娘！
221 | 華妃 | （白衣人再次飄過） | 是，和誰都不相干，是她自作孽。別怕，餘氏沒來。快跟本宮回宮去吧。
221 | 麗嬪 | （又看見白衣人飄過） （華妃：胡說些什麼！） （白衣人再次飄過） | 餘氏她來了！她來了！她來找咱們尋仇了！皇后娘娘救我，有鬼，有鬼！
221 | 皇后 | （白衣人再次飄過） | 瘋言瘋語成何體統！你這樣子本宮也不放心哪，江福海。
221 | 江福海 | （白衣人再次飄過） | 在。
221 | 皇后 | （白衣人再次飄過） | 帶麗嬪回景仁宮。
221 | 華妃 | （白衣人再次飄過） | 皇后娘娘！麗嬪的病症好像是失心瘋，怎能帶去景仁宮擾您休息？還是由臣妾帶回去，讓臣妾照顧吧。
221 | 皇后 | （白衣人再次飄過） | 景仁宮那麼大，總會有地方安置，更何況麗嬪她雖說神志不清，可言語之間口口聲聲涉及餘氏投毒之事，事關重大，本宮不得不追查。難道華妃覺得麗嬪在本宮那裡有什麼不妥嗎？
221 | 華妃 | （恢復鎮定） （白衣人再次飄過） | 臣妾自然不擔心皇后照顧有何不妥，只是皇上親命臣妾協理六宮，當日是覺得臣妾可以為皇后分憂了，臣妾怕皇上怪罪臣妾不體恤皇后。
221 | 甄嬛 | （白衣人再次飄過） | 皇后乃六宮之主，由您親自費神，皇上必定更加放心。恭送皇后娘娘！
221 | 眉莊富察陵容 | （白衣人再次飄過） | 恭送皇后娘娘！
221 | 皇后 | （離去） （白衣人再次飄過） | 江福海，帶上麗嬪。
222 | 流朱 | （碎玉軒。甄嬛、眉莊、陵容回來） | 小主，兩位小主可回來了。這麼長時間才回來，讓我們擔心壞了呢。
222 | 甄嬛 | （碎玉軒。甄嬛、眉莊、陵容回來） | 小允子。
222 | 小允子 | （碎玉軒。甄嬛、眉莊、陵容回來） | 誒！
222 | 甄嬛 | （碎玉軒。甄嬛、眉莊、陵容回來） | 讓你裝神弄鬼可委屈你了。
222 | 小允子 | （秀鬥雞眼） （碎玉軒。甄嬛、眉莊、陵容回來） | 小主說這話可折煞奴才了。不過奴才剛剛偷偷照了鏡子，那個樣子的確把自己都嚇了一跳。
222 | 眉莊 | （碎玉軒。甄嬛、眉莊、陵容回來） | 可不是嗎？你把麗嬪嚇得不輕，顛三倒四的倒說漏嘴了不少。
222 | 小允子 | （碎玉軒。甄嬛、眉莊、陵容回來） | 沒想到奴才這點小本事還派上這用場，還真得謝謝浣碧姐姐給奴才準備這身白紗衣，還有安答應給奴才畫的這張大白臉！
222 | 陵容 | （碎玉軒。甄嬛、眉莊、陵容回來） | 我那些算什麼？還是兩位姐姐的主意好。
222 | 眉莊 | （碎玉軒。甄嬛、眉莊、陵容回來） | 是你先想的法子好，我和嬛兒不過是把法子想全了去做罷了。
222 | 陵容 | （碎玉軒。甄嬛、眉莊、陵容回來） | 姐姐不會怪我狠毒吧？我做的這一切，都是為了咱們在宮中能夠平安。
222 | 甄嬛 | （碎玉軒。甄嬛、眉莊、陵容回來） | 怎麼會？咱們都是姐妹，誰會說這個？
222 | 陵容 | （碎玉軒。甄嬛、眉莊、陵容回來） | 眉姐姐也不會怪我嗎？
222 | 眉莊 | （碎玉軒。甄嬛、眉莊、陵容回來） | 你最細密，發現麗嬪最怕鬼神，也虧了你了。
222 | 甄嬛 | （碎玉軒。甄嬛、眉莊、陵容回來） | 好了好了，先不說這個了。小允子，先把這行頭給燒了，萬一露了痕跡反而要壞事。
222 | 小允子 | （碎玉軒。甄嬛、眉莊、陵容回來） | 嗻，奴才知道。
223 | 曹貴人 | （翊坤宮。華妃來回踱步） | 娘娘坐會兒吧，來回走得也累了。
223 | 華妃 | （溫宜啼哭） （翊坤宮。華妃來回踱步） | 叫你來了半日，一句話都沒有！哭哭哭，就知道哭，你帶她來做什麼？
223 | 曹貴人 | （翊坤宮。華妃來回踱步） | 娘娘您息怒，公主她是病了，離不開臣妾。
223 | 華妃 | （翊坤宮。華妃來回踱步） | 出了這麼大的事，你倒沒了主意了！
223 | 曹貴人 | （翊坤宮。華妃來回踱步） | 娘娘，您相信鬼神之說嗎？正是因為娘娘不信，所以鬼神並不敢侵邪，而麗嬪色厲內荏，裝神弄鬼的也就唬住她了。
223 | 華妃 | （翊坤宮。華妃來回踱步） | 裝神弄鬼？你是說有人裝神弄鬼？
223 | 曹貴人 | （翊坤宮。華妃來回踱步） | 否則何以解釋那鬼魂只敢嚇唬麗嬪卻不敢接近娘娘呢？
223 | 華妃 | （翊坤宮。華妃來回踱步） | 是甄嬛？——一定是她！沈眉莊沒那麼多鬼主意。好，她敢裝神弄鬼，我就把她的碎玉軒翻過來，翻出來那些裝神弄鬼的東西！
223 | 曹貴人 | （翊坤宮。華妃來回踱步） | 不可，娘娘，萬萬不可。此事您已脫不了干係，若再大肆搜宮反而不妙了，況且甄嬛必定早已毀去那些物件，您搜也無用啊。
223 | 華妃 | （翊坤宮。華妃來回踱步） | 難道坐以待斃不成嗎？
223 | 曹貴人 | （翊坤宮。華妃來回踱步） | 所幸麗嬪不是已經瘋了嗎？
223 | 華妃 | （翊坤宮。華妃來回踱步） | 瘋了才會胡言亂語。——瘋了？瘋子的話信不得。瘋子的話是不能信的。
224 | 甄嬛眉莊富察陵容 | （景仁宮） | 皇后娘娘萬福金安！
224 | 皇后 | （景仁宮） | 都起來吧。
224 | 甄嬛眉莊富察陵容 | （景仁宮） | 謝皇后娘娘。
224 | 皇后 | （景仁宮） | 本宮這麼早叫你們來，是為了昨天晚上的事，想問個仔細。
224 | 太監 | （太后偕華妃入） （景仁宮） | 太后駕到！
224 | 甄嬛眉莊富察陵容 | （景仁宮） | 給太后請安，太后金安！
224 | 太后 | （景仁宮） | 都起來吧。
224 | 甄嬛眉莊富察陵容 | （景仁宮） | 謝太后。
224 | 太后 | （景仁宮） | 華妃一早來請安，說麗嬪不大好，哀家過來看看。
225 | 眉莊 | （街上） | 今日的事怎麼驚動太后了？
225 | 甄嬛 | （街上） | 我想大約是華妃怕被疑心，就先告訴太后撇清自己。
225 | 眉莊 | （街上） | 她膽子倒大，太后是皇后娘娘的自家人，自然是護著皇后的。
225 | 甄嬛 | （街上） | 她敢這麼做，必然是有幾分把握。
225 | 眉莊 | （街上） | 再有把握也比不上骨肉血緣哪，皇后一直被華妃壓著，太后心裡肯定不高興。
225 | 陵容 | （街上） | 昨夜的事鬧得那麼大，如今人人的眼睛都在盯著景仁宮，現在卻沒什麼動靜。
225 | 眉莊 | （街上） | 小時候聽人說，但凡海上有風暴來臨前，海面總是格外平靜。
226 | 皇后 | （景仁宮） | 太后聽了大半晌的胡話，怕是也聽煩了，先喝口水歇歇吧。
226 | 太后 | （景仁宮） | 這樣新奇的胡話，哀家也是難得聽到。
